item_id,parent_ids,name,current_mass_kg,mass_low_kg,mass_high_kg,unit,unit_kind,material_class,material_candidate,material_alternates,material_note,performance_checks,tolerance,surface_finish,sealing_quality,alignment_accuracy,existing_candidate,candidate_mass_kg,candidate_fit,candidate_note,suggested_decision,item_path
ebf3_wire_feeder_feedthrough_shield_termination_interface,ebf3_wire_feeder_feedthrough_connector,EBF3 wire feeder feedthrough shield termination interface,0.03,0.0099,0.09,unit,discrete,conductive_metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,electrical_feedthrough_vacuum,1,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_wire_feeder_feedthrough_shield_termination_interface.yaml
ebf3_wire_feeder_feedthrough_signal_pin_set,ebf3_wire_feeder_feedthrough_connector,EBF3 wire feeder feedthrough signal pin set,0.04,0.0132,0.12,unit,discrete,conductive_metal,conductive_metal,,Current material_class is the starting point.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,electrical_feedthrough_vacuum,1,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_wire_feeder_feedthrough_signal_pin_set.yaml
ebf3_wire_feeder_feedthrough_vacuum_side_connector,ebf3_wire_feeder_feedthrough_connector,EBF3 wire feeder feedthrough vacuum-side connector,0.05,0.0165,0.15,unit,discrete,composite,copper_alloy_contact,ceramic_or_polymer_body,Contact/body materials should be split if closure matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,connector_electrical_multi_pin,0.1,accuracy_risk,"Pin count, seal, and rating assumptions are hidden.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_wire_feeder_feedthrough_vacuum_side_connector.yaml
ebf3_wire_feeder_gun_bracket_alignment_pin_set,ebf3_wire_feeder_mount_to_gun_bracket,EBF3 wire feeder gun bracket alignment pin set,0.2,0.066,0.6,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,electron-beam geometry/thermal stability; stiffness/tolerance/interface fit,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_wire_feeder_gun_bracket_alignment_pin_set.yaml
ebf3_wire_feeder_gun_bracket_body,ebf3_wire_feeder_mount_to_gun_bracket,EBF3 wire feeder gun bracket body,0.8,0.264,2.4,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,electron-beam geometry/thermal stability; stiffness/tolerance/interface fit,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_wire_feeder_gun_bracket_body.yaml
ebf3_wire_feeder_gun_bracket_fastener_interface_set,ebf3_wire_feeder_mount_to_gun_bracket,EBF3 wire feeder gun bracket fastener interface set,0.2,0.066,0.6,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,electron-beam geometry/thermal stability; stiffness/tolerance/interface fit,review_required,review_required,,review_required,fastener_kit_medium,1,likely_reuse,Generic fastener kit is acceptable for non-precision interfaces.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_wire_feeder_gun_bracket_fastener_interface_set.yaml
ebf3_wire_inlet_guide,ebf3_wire_feeder,EBF3 wire inlet guide,0.15,0.06,0.375,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_inlet_guide.yaml
ebf3_wire_outlet_guide_tube,ebf3_wire_feeder,EBF3 wire outlet guide tube,0.25,0.1,0.625,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_outlet_guide_tube.yaml
ebf3_wire_spool_core,ebf3_wire_spool,EBF3 wire spool core,0.35,0.175,0.7,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_spool_core.yaml
ebf3_wire_spool_flange_set,ebf3_wire_spool,EBF3 wire spool flange set,0.35,0.175,0.7,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_spool_flange_set.yaml
ebf3_wire_spool_retention_feature_set,ebf3_wire_spool,EBF3 wire spool retention feature set,0.1,0.05,0.2,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_spool_retention_feature_set.yaml
ebf3_x_axis_ball_screw_shaft,ebf3_ball_screw_shafts,EBF3 x axis ball screw shaft,1,0.4,2.5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,ball_screw_assembly,6,accuracy_risk,"Shaft/nut split, preload, and accuracy class need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_x_axis_ball_screw_shaft.yaml
ebf3_y_axis_ball_screw_shaft,ebf3_ball_screw_shafts,EBF3 y axis ball screw shaft,1,0.4,2.5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,ball_screw_assembly,6,accuracy_risk,"Shaft/nut split, preload, and accuracy class need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_y_axis_ball_screw_shaft.yaml
ebf3_z_axis_ball_screw_shaft,ebf3_ball_screw_shafts,EBF3 z axis ball screw shaft,1,0.4,2.5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,ball_screw_assembly,6,accuracy_risk,"Shaft/nut split, preload, and accuracy class need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_z_axis_ball_screw_shaft.yaml
ebf3_z_axis_brake_body,ebf3_z_axis_brake,EBF3 z axis brake body,0.4,0.16,1,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,motion tolerance/load/lubrication,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_z_axis_brake_body.yaml
ebf3_z_axis_brake_friction_disc,ebf3_z_axis_brake,EBF3 z axis brake friction disc,0.2,0.08,0.5,unit,discrete,composite,composite_placeholder,split_into_materials,Split or proxy if material mix affects closure.,motion tolerance/load/lubrication,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_z_axis_brake_friction_disc.yaml
ebf3_z_axis_brake_mount,ebf3_z_axis_brake,EBF3 z axis brake mount,0.2,0.08,0.5,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_z_axis_brake_mount.yaml
ebf3_z_axis_counterbalance_anchor_set,ebf3_z_axis_counterbalance,EBF3 z axis counterbalance anchor set,0.25,0.1,0.625,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_z_axis_counterbalance_anchor_set.yaml
ebf3_z_axis_counterbalance_force_element,ebf3_z_axis_counterbalance,EBF3 z axis counterbalance force element,0.55,0.22,1.375,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_z_axis_counterbalance_force_element.yaml
ebf3_z_axis_counterbalance_guide_or_link,ebf3_z_axis_counterbalance,EBF3 z axis counterbalance guide or link,0.2,0.08,0.5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_z_axis_counterbalance_guide_or_link.yaml
